weather_condition,route_id,route_name,city,avg_delay,occurrences
Snowy,6,Jackson Park Express,Chicago,2.14,117
Snowy,7,City Point - Otis Street & Summer Street,Boston,2.14,112
Snowy,713,Point Shirley - Orient Heights Station via Winthrop Center,Boston,2.14,112
Snowy,716,Cobbs Corner - Mattapan Station,Boston,2.14,112
Snowy,742,Design Center - South Station,Boston,2.14,112
Snowy,75,Belmont Center - Harvard via Huron Avenue,Boston,2.14,112
Snowy,80,Arlington Center - Lechmere Station,Boston,2.14,112
Snowy,93,Sullivan Square Station - Downtown via Bunker Hill Street,Boston,2.14,112
Snowy,99,Woodland Road - Wellington Station,Boston,2.14,112
Snowy,B,6 Avenue Express,New York,2.14,121
Snowy,C,8 Avenue Local,New York,2.14,121
Snowy,CR-Foxboro,Foxboro Event Service,Boston,2.14,112
Snowy,CR-Franklin,Franklin/Foxboro Line,Boston,2.14,112
Snowy,CR-Needham,Needham Line,Boston,2.14,112
Snowy,F,Queens Blvd Express/6 Av Local,New York,2.14,121
Snowy,H,Rockaway Park Shuttle,New York,2.14,121
Snowy,J,Nassau St Local,New York,2.14,121
Snowy,Red,Red Line,Boston,2.14,112
Snowy,Red,Red Line,Chicago,2.14,117
Snowy,SI,Staten Island Railway,New York,2.14,121
Snowy,Shuttle-AirportWonderland,Airport - Wonderland,Boston,2.14,112
Snowy,Shuttle-AlewifeHarvardViaBrattle,Alewife - Harvard via Brattle Street,Boston,2.14,112
Snowy,Shuttle-AlewifeLittletonLocal,Littleton/Route 495 - Alewife (Local),Boston,2.14,112
Snowy,Shuttle-AndersonWoburnNorthStationExpress,Anderson/Woburn - North Station (Express),Boston,2.14,112
Snowy,Shuttle-AndoverHaverhill,Haverhill - Andover,Boston,2.14,112
Snowy,Shuttle-AshlandFramingham,Ashland - Framingham,Boston,2.14,112
Snowy,Shuttle-BabcockCopley,Babcock Street - Copley,Boston,2.14,112
Snowy,Shuttle-BabcockKenmore,Babcock Street - Kenmore,Boston,2.14,112
Snowy,Shuttle-BackBayBostonLanding,Boston Landing - Back Bay,Boston,2.14,112
Snowy,Shuttle-BeverlyNorthStationLimited,Beverly - North Station (Limited),Boston,2.14,112
Snowy,Shuttle-BostonCollegePackardsCorner,Boston College - Packard's Corner,Boston,2.14,112
Snowy,Shuttle-BostonCollegeWashington,Boston College - Washington Street,Boston,2.14,112
Snowy,Shuttle-BroadwayKendall,Kendall/MIT - Broadway via Downtown Crossing,Boston,2.14,112
Snowy,Shuttle-BroadwayNorthQuincy,North Quincy - Broadway,Boston,2.14,112
Snowy,Shuttle-BrooklineVillageRiverside,Riverside - Brookline Village,Boston,2.14,112
Snowy,Shuttle-ClevelandCircleKenmore,Cleveland Circle - Kenmore,Boston,2.14,112
Snowy,Shuttle-CopleyKenmore,Kenmore - Copley,Boston,2.14,112
Snowy,Shuttle-CopleyRiversideExpress,Riverside - Copley (Express),Boston,2.14,112
Snowy,Shuttle-EastSomervilleMedford,Medford/Tufts - East Somerville,Boston,2.14,112
Snowy,Shuttle-FenwayReservoir,Reservoir - Fenway,Boston,2.14,112
Snowy,Shuttle-ForgeParkNorwoodCentral,Forge Park/495 - Norwood Central,Boston,2.14,112
Snowy,Shuttle-FraminghamSouthStationExpress,Framingham - South Station (Express),Boston,2.14,112
Snowy,Shuttle-FraminghamWorcesterExpress,Worcester - Framingham (Express),Boston,2.14,112
Snowy,Shuttle-GovernmentCenterMedfordTufts,Government Center - Medford/Tufts (Shuttle),Boston,2.14,112
Snowy,Shuttle-GreenbushNorthScituate,Greenbush - North Scituate,Boston,2.14,112
Snowy,Shuttle-HaverhillNorthStation,Haverhill - North Station,Boston,2.14,112
Snowy,Shuttle-HeathPark,Heath Street - Park Street,Boston,2.14,112
Snowy,Shuttle-JFKMattapan,Mattapan - JFK/UMass,Boston,2.14,112
Snowy,Shuttle-KenmoreBackBayViaCopley,Kenmore - Back Bay via Copley (Shuttle),Boston,2.14,112
Snowy,Shuttle-LynnNorthStationExpress,Lynn - North Station (Express),Boston,2.14,112
Snowy,Shuttle-ManchesterGloucester,Manchester - Gloucester,Boston,2.14,112
Snowy,Shuttle-NewtonHighlandsKenmore,Newton Highlands - Kenmore,Boston,2.14,112
Snowy,Shuttle-NorthBillericaLowell,Lowell - North Billerica,Boston,2.14,112
Snowy,Shuttle-NorthStationOakGroveExpress,North Station - Oak Grove (Express),Boston,2.14,112
Snowy,Shuttle-NorthStationOakGroveLocal,North Station - Oak Grove (Local),Boston,2.14,112
Snowy,Shuttle-NorthStationUnionSquare,Union Square - North Station,Boston,2.14,112
Snowy,Shuttle-OakGroveRockportLimited,Rockport - Oak Grove (Limited),Boston,2.14,112
Snowy,Shuttle-RiversideKenmore,Riverside - Kenmore (Shuttle),Boston,2.14,112
Snowy,Shuttle-RockportWestGloucester,Rockport - West Gloucester,Boston,2.14,112
Snowy,Shuttle-ShirleyWachusett,Wachusett - Shirley,Boston,2.14,112
Snowy,W,Broadway Local,New York,2.14,121
Snowy,X49,Western Express,Chicago,2.14,117
Snowy,1,Harvard Square - Nubian Station,Boston,2.13,112
Snowy,112,Vincennes/111th,Chicago,2.13,117
Snowy,121,Wood Island Station - Maverick Station,Boston,2.13,112
Snowy,15,Jeffery Local,Chicago,2.13,117
Snowy,21,Ashmont Station - Forest Hills Station,Boston,2.13,112
Snowy,22,Ashmont Station - Ruggles Station via Talbot Ave,Boston,2.13,112
Snowy,220,Hingham Depot - Quincy Center Station,Boston,2.13,112
Snowy,24,Wakefield Avenue & Truman Parkway - Ashmont Station,Boston,2.13,112
Snowy,31,Mattapan Station - Forest Hills Station via Morton Street,Boston,2.13,112
Snowy,35,31st/35th,Chicago,2.13,117
Snowy,36,Millennium Park or VA Hospital - Forest Hills Station,Boston,2.13,112
Snowy,4,Lexington Avenue Express,New York,2.13,121
Snowy,411,Kennedy Drive or Jack Satter House - Malden Center Station,Boston,2.13,112
Snowy,429,"Northgate Shopping Center - Central Square, Lynn",Boston,2.13,112
Snowy,435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square",Boston,2.13,112
Snowy,439,Nahant - Wonderland Station,Boston,2.13,112
Snowy,45,Franklin Park - Ruggles Station,Boston,2.13,112
Snowy,50,Cleary Square - Forest Hills Station,Boston,2.13,112
Snowy,52,Dedham Mall - Watertown Yard,Boston,2.13,112
Snowy,61,North Waltham - Waltham Center,Boston,2.13,112
Snowy,65,Brighton Center - Kenmore Station,Boston,2.13,112
Snowy,7,Flushing Local,New York,2.13,121
Snowy,71,Watertown Square - Harvard Station,Boston,2.13,112
Snowy,714,"Pemberton Point, Hull - Station Street, Hingham",Boston,2.13,112
Snowy,72,North,Chicago,2.13,117
Snowy,74,Belmont Center - Harvard via Concord Avenue,Boston,2.13,112
Snowy,741,Logan Airport Terminals - South Station,Boston,2.13,112
Snowy,747,Sullivan Square Station - Ruggles Station,Boston,2.13,112
Snowy,749,Nubian Station - Temple Place,Boston,2.13,112
Snowy,75,74th/75th,Chicago,2.13,117
Snowy,751,Nubian Station - South Station,Boston,2.13,112
Snowy,7X,Flushing Express,New York,2.13,121
Snowy,83,"Rindge Avenue - Central Square, Cambridge",Boston,2.13,112
Snowy,87,Clarendon Hill or Arlington Center - Lechmere Station,Boston,2.13,112
Snowy,95,West Medford or Arlington Center - Sullivan Square Station,Boston,2.13,112
Snowy,97,Malden Center Station - Wellington Station,Boston,2.13,112
Snowy,CR-Fairmount,Fairmount Line,Boston,2.13,112
Snowy,CR-Greenbush,Greenbush Line,Boston,2.13,112
Snowy,CR-NewBedford,Fall River/New Bedford Line,Boston,2.13,112
Snowy,CR-Providence,Providence/Stoughton Line,Boston,2.13,112
Snowy,Green-E,Green Line E,Boston,2.13,112
Snowy,Shuttle-AirportGovernmentCenterLocalViaGate,Airport - Government Center via Maverick,Boston,2.13,112
Snowy,Shuttle-AlewifeDavis,Alewife - Davis,Boston,2.13,112
Snowy,Shuttle-AlewifeKendallExpress,Alewife - Kendall/MIT via Porter (Express),Boston,2.13,112
Snowy,Shuttle-AlewifeParkSt,Alewife - Park Street,Boston,2.13,112
Snowy,Shuttle-AndersonWoburnReading,Reading - Anderson/Woburn,Boston,2.13,112
Snowy,Shuttle-AshmontParkStreetViaPostOffice,Ashmont - Park Street via Post Office,Boston,2.13,112
Snowy,Shuttle-BabcockBlandford,Babcock Street - Blandford Street,Boston,2.13,112
Snowy,Shuttle-BabcockStreetBackBayViaCopley,Babcock Street - Back Bay via Copley (Shuttle),Boston,2.13,112
Snowy,Shuttle-BackBayBostonUniversityEast,Boston University East - Back Bay,Boston,2.13,112
Snowy,Shuttle-BackBayForestHills,Forest Hills - Back Bay,Boston,2.13,112
Snowy,Shuttle-BackBayJackson,Jackson Square - Back Bay,Boston,2.13,112
Snowy,Shuttle-BackBayKenmore,Kenmore - Back Bay,Boston,2.13,112
Snowy,Shuttle-BackBayRuggles,Ruggles - Back Bay,Boston,2.13,112
Snowy,Shuttle-BallardvaleNorthStation,Ballardvale - North Station,Boston,2.13,112
Snowy,Shuttle-BeverlyNewburyportLocal,Newburyport - Beverly (Local),Boston,2.13,112
Snowy,Shuttle-BeverlyRockportLocal,Beverly - Rockport (Local),Boston,2.13,112
Snowy,Shuttle-BlandfordWashington,Washington Street - Blandford Street,Boston,2.13,112
Snowy,Shuttle-BostonUniversityEastPark,Boston University East - Park Street,Boston,2.13,112
Snowy,Shuttle-BraintreeQuincyCenter,Braintree - Quincy Center,Boston,2.13,112
Snowy,Shuttle-BraintreeSouthStationExpress,Braintree - South Station (Express),Boston,2.13,112
Snowy,Shuttle-BrooklineHillsReservoir,Reservoir - Brookline Hills,Boston,2.13,112
Snowy,Shuttle-BrooklineHillsRiverside,Riverside - Brookline Hills,Boston,2.13,112
Snowy,Shuttle-ClevelandCircleCoolidgeCorner,Cleveland Circle - Coolidge Corner,Boston,2.13,112
Snowy,Shuttle-ClevelandCircleStMarys,Cleveland Circle - Saint Mary's Street,Boston,2.13,112
Snowy,Shuttle-ForestHillsBackBay,Forest Hills - Back Bay (Shuttle),Boston,2.13,112
Snowy,Shuttle-ForestHillsNewtonHighlands,Newton Highlands - Forest Hills,Boston,2.13,112
Snowy,Shuttle-ForestHillsRuggles,Forest Hills - Ruggles,Boston,2.13,112
Snowy,Shuttle-ForgeParkSouthStation,Forge Park/495 - South Station,Boston,2.13,112
Snowy,Shuttle-GovernmentCenterNorthStation,North Station - Government Center,Boston,2.13,112
Snowy,Shuttle-GovernmentCenterUnionSquare,Union Square - Government Center,Boston,2.13,112
Snowy,Shuttle-HaverhillMaldenCenter,Haverhill - Malden Center,Boston,2.13,112
Snowy,Shuttle-HaverhillReadingExpress,Haverhill - Reading (Express),Boston,2.13,112
Snowy,Shuttle-HaverhillReadingLocal,Haverhill - Reading (Local),Boston,2.13,112
Snowy,Shuttle-HeathPrudential,Heath Street - Prudential,Boston,2.13,112
Snowy,Shuttle-JFKKendall,Kendall/MIT - JFK/UMass,Boston,2.13,112
Snowy,Shuttle-KendallPark,Kendall/MIT - Park Street,Boston,2.13,112
Snowy,Shuttle-KenmoreReservoir,Reservoir - Kenmore,Boston,2.13,112
Snowy,Shuttle-KenmoreStMarysRiverside,Riverside - Kenmore via Saint Mary's Street,Boston,2.13,112
Snowy,Shuttle-LittletonWachusett,Wachusett - Littleton/Route 495,Boston,2.13,112
Snowy,Shuttle-LowellWilmington,Lowell - Wilmington,Boston,2.13,112
Snowy,Shuttle-NewburyportSalemExpress,Newburyport - Salem (Express),Boston,2.13,112
Snowy,Shuttle-NewtonHighlandsReservoir,Newton Highlands - Reservoir,Boston,2.13,112
Snowy,Shuttle-NorthStationWellingtonLocal,North Station - Wellington (Local),Boston,2.13,112
Snowy,Shuttle-OakGroveReading,Reading - Oak Grove,Boston,2.13,112
Snowy,Shuttle-RiversideCopley,Riverside - Copley (Shuttle),Boston,2.13,112
Snowy,Shuttle-RockportSalemExpress,Rockport - Salem (Express),Boston,2.13,112
Snowy,Shuttle-RockportSalemLocal,Rockport - Salem (Local),Boston,2.13,112
Snowy,Shuttle-SouthStationSouthWeymouth,South Weymouth - South Station,Boston,2.13,112
Snowy,Z,Nassau St Express,New York,2.13,121
Snowy,10,City Point - Arlington Station,Boston,2.12,112
Snowy,111,Woodlawn - Haymarket Station,Boston,2.12,112
Snowy,17,Fields Corner Station - Andrew Station,Boston,2.12,112
Snowy,195,Lemuel Shattuck Hospital - Park Street & Tremont Street,Boston,2.12,112
Snowy,201,Fields Corner Loop via Neponset Ave,Boston,2.12,112
Snowy,202,Fields Corner Loop via Adams Street,Boston,2.12,112
Snowy,217,Quincy Center Station - Ashmont Station via Wollaston Station,Boston,2.12,112
Snowy,240,Avon Square - Ashmont Station,Boston,2.12,112
Snowy,28,Mattapan Station - Ruggles Station,Boston,2.12,112
Snowy,29,Mattapan Station - Jackson Square Station,Boston,2.12,112
Snowy,3,7 Avenue Express,New York,2.12,121
Snowy,34E,Walpole Center - Forest Hills Station,Boston,2.12,112
Snowy,35,Dedham Mall or Stimson Street - Forest Hills Station,Boston,2.12,112
Snowy,37,Baker Street & Vermont Street - Forest Hills Station,Boston,2.12,112
Snowy,38,Wren Street - Forest Hills Station,Boston,2.12,112
Snowy,39,Forest Hills Station - Back Bay Station,Boston,2.12,112
Snowy,40,Georgetowne - Forest Hills Station,Boston,2.12,112
Snowy,441,Marblehead - Wonderland Station via Paradise Road,Boston,2.12,112
Snowy,455,Salem Depot - Wonderland Station,Boston,2.12,112
Snowy,59,Needham Junction - Watertown Square,Boston,2.12,112
Snowy,62,Bedford VA Hospital - Alewife Station,Boston,2.12,112
Snowy,64,Oak Square - University Park or Kendall/MIT Station,Boston,2.12,112
Snowy,67,Turkey Hill - Alewife Station,Boston,2.12,112
Snowy,76,Lincoln Lab - Alewife Station,Boston,2.12,112
Snowy,77,Arlington Heights - Harvard Station,Boston,2.12,112
Snowy,78,Arlmont Village - Harvard Station,Boston,2.12,112
Snowy,A,8 Avenue Express,New York,2.12,121
Snowy,Boat-F6,Winthrop Ferry,Boston,2.12,112
Snowy,Boat-F7,Quincy Ferry,Boston,2.12,112
Snowy,CR-Lowell,Lowell Line,Boston,2.12,112
Snowy,CR-Newburyport,Newburyport/Rockport Line,Boston,2.12,112
Snowy,FX,Brooklyn F Express,New York,2.12,121
Snowy,M,Queens Blvd Local/6 Av Local,New York,2.12,121
Snowy,Shuttle-AttleboroProvidenceLocal,Providence - Attleboro (Local),Boston,2.12,112
Snowy,Shuttle-BabcockBostonCollege,Boston College - Babcock Street,Boston,2.12,112
Snowy,Shuttle-BackBayWellesleyHillsLocal,Wellesley Hills - Back Bay (Local),Boston,2.12,112
Snowy,Shuttle-BlandfordBostonCollege,Boston College - Blandford Street,Boston,2.12,112
Snowy,Shuttle-BostonCollegeKenmore,Boston College - Kenmore,Boston,2.12,112
Snowy,Shuttle-BradfordHaverhill,Haverhill - Bradford,Boston,2.12,112
Snowy,Shuttle-BraintreeBroadway,Braintree - Broadway,Boston,2.12,112
Snowy,Shuttle-BraintreeNorthQuincy,Braintree - North Quincy,Boston,2.12,112
Snowy,Shuttle-BrooklineHillsNewtonHighlands,Newton Highlands - Brookline Hills,Boston,2.12,112
Snowy,Shuttle-CopleyJacksonSquare,Jackson Square - Copley,Boston,2.12,112
Snowy,Shuttle-CopleyWoodlandLimited,Woodland - Copley via Riverside (Express),Boston,2.12,112
Snowy,Shuttle-FenwayKenmore,Fenway - Kenmore,Boston,2.12,112
Snowy,Shuttle-ForestHillsBackBayViaCopley,Forest Hills - Back Bay via Copley (Shuttle),Boston,2.12,112
Snowy,Shuttle-ForestHillsNeedhamHeights,Needham Heights - Forest Hills,Boston,2.12,112
Snowy,Shuttle-ForgeParkWalpole,Forge Park/495 - Walpole,Boston,2.12,112
Snowy,Shuttle-GovernmentCenterMedfordViaUnionSq,Medford/Tufts - Government Center via Union Square,Boston,2.12,112
Snowy,Shuttle-HaymarketAirportExpress,Haymarket - Airport (Express),Boston,2.12,112
Snowy,Shuttle-LynnSwampscott,Lynn - Swampscott,Boston,2.12,112
Snowy,Shuttle-MedfordNorthStation,Medford/Tufts - North Station,Boston,2.12,112
Snowy,Shuttle-NewburyportOakGroveLimited,Newburyport - Oak Grove (Limited),Boston,2.12,112
Snowy,Shuttle-NewburyportSalemLocal,Newburyport - Salem (Local),Boston,2.12,112
Snowy,Shuttle-NewtonHighlandsRiverside,Riverside - Newton Highlands,Boston,2.12,112
Snowy,Shuttle-NorthStationSwampscottLimited,Swampscott - North Station (Limited),Boston,2.12,112
Snowy,Shuttle-StateSullivan,Sullivan Square - State,Boston,2.12,112
Snowy,Shuttle-TFGreenWickfordJunction,Wickford Junction - TF Green Airport,Boston,2.12,112
Snowy,Shuttle-WonderlandAirport,Wonderland - Airport (Shuttle),Boston,2.12,112
Snowy,1,Broadway - 7 Avenue Local,New York,2.11,121
Snowy,106,Lebanon Loop - Wellington Station,Boston,2.11,112
Snowy,11,City Point - Chauncy Street & Summer Street,Boston,2.11,112
Snowy,116,Wonderland Station - Maverick Station,Boston,2.11,112
Snowy,132,Redstone Shopping Center - Malden Center Station,Boston,2.11,112
Snowy,19,Fields Corner Station - Kenmore or Ruggles Station,Boston,2.11,112
Snowy,2,7 Avenue Express,New York,2.11,121
Snowy,211,Quincy Center Station - Squantum,Boston,2.11,112
Snowy,33,River Street & Milton Street - Mattapan Station,Boston,2.11,112
Snowy,34,Dedham Square - Forest Hills Station,Boston,2.11,112
Snowy,442,Marblehead - Wonderland Station via Humphrey Street,Boston,2.11,112
Snowy,450,Salem Depot - Wonderland or Haymarket Station,Boston,2.11,112
Snowy,504,Watertown Yard - Federal Street & Franklin Street,Boston,2.11,112
Snowy,505,Waltham Center - Federal Street & Franklin Street,Boston,2.11,112
Snowy,553,Roberts - Newton Corner,Boston,2.11,112
Snowy,743,Chelsea Station - South Station,Boston,2.11,112
Snowy,746,Silver Line Way - South Station,Boston,2.11,112
Snowy,8,Harbor Point - Kenmore Station,Boston,2.11,112
Snowy,Blue,Blue Line,Boston,2.11,112
Snowy,Boat-Lynn,Lynn Ferry,Boston,2.11,112
Snowy,CR-Fitchburg,Fitchburg Line,Boston,2.11,112
Snowy,CR-Kingston,Kingston Line,Boston,2.11,112
Snowy,Green-D,Green Line D,Boston,2.11,112
Snowy,L,14 St-Canarsie Local,New York,2.11,121
Snowy,Q,Broadway Express,New York,2.11,121
Snowy,Shuttle-AirportGovernmentCenterExpress,Airport - Government Center (Express),Boston,2.11,112
Snowy,Shuttle-AirportMaverick,Airport - Maverick,Boston,2.11,112
Snowy,Shuttle-AlewifeKendall,Alewife - Kendall/MIT,Boston,2.11,112
Snowy,Shuttle-AshmontBroadway,Ashmont - Broadway,Boston,2.11,112
Snowy,Shuttle-AshmontJFKUMass,Ashmont - JFK/UMass (Shuttle),Boston,2.11,112
Snowy,Shuttle-BabcockBackBay,Babcock Street - Back Bay,Boston,2.11,112
Snowy,Shuttle-BeverlyRockportExpress,Beverly - Rockport (Express),Boston,2.11,112
Snowy,Shuttle-FenwayNewtonHighlands,Newton Highlands - Fenway,Boston,2.11,112
Snowy,Shuttle-ForgeParkReadville,Forge Park/495 - Readville,Boston,2.11,112
Snowy,Shuttle-HarvardJFK,Harvard - JFK/UMass via Congress Street,Boston,2.11,112
Snowy,Shuttle-JFKNorthQuincy,North Quincy - JFK/UMass,Boston,2.11,112
Snowy,Shuttle-JFKUMassKendallMIT,JFK/UMass - Kendall/MIT (Shuttle),Boston,2.11,112
Snowy,Shuttle-KenmoreRiverside,Riverside - Kenmore,Boston,2.11,112
Snowy,Shuttle-KenmoreWashington,Washington Street - Kenmore,Boston,2.11,112
Snowy,Shuttle-OakGroveRockportExpress,Rockport - Oak Grove (Express),Boston,2.11,112
Snowy,Shuttle-PawtucketProvidence,Providence - Pawtucket/Central Falls,Boston,2.11,112
Snowy,112,Wellington Station - Wood Island Station,Boston,2.1,112
Snowy,120,Orient Heights Station - Jeffries Point,Boston,2.1,112
Snowy,351,Bedford Woods Drive - Third Avenue,Boston,2.1,112
Snowy,4,North Station - Design Center,Boston,2.1,112
Snowy,88,Clarendon Hill - Lechmere Station,Boston,2.1,112
Snowy,89,Clarendon Hill or Davis Station - Sullivan Square Station,Boston,2.1,112
Snowy,9,City Point - Copley Square,Boston,2.1,112
Snowy,CR-Haverhill,Haverhill Line,Boston,2.1,112
Snowy,Green-C,Green Line C,Boston,2.1,112
Snowy,Shuttle-AlewifeHarvardViaHolyoke,Alewife - Harvard via Holyoke Street,Boston,2.1,112
Snowy,Shuttle-BackBayFraminghamExpress,Framingham - Back Bay (Express),Boston,2.1,112
Snowy,Shuttle-BraintreeJFKUMass,Braintree - JFK/UMass (Shuttle),Boston,2.1,112
Snowy,Shuttle-BroadwayKendallOmitDTX,Kendall/MIT - Broadway via Pearl Street,Boston,2.1,112
Snowy,Shuttle-HalifaxKingston,Kingston - Halifax,Boston,2.1,112
Snowy,Shuttle-JFKPark,JFK/UMass - Park Street,Boston,2.1,112
Snowy,Shuttle-KenmoreStMarysNotFenway,Saint Mary's Street - Kenmore,Boston,2.1,112
Snowy,Shuttle-NorthStationMedfordTufts,North Station - Medford/Tufts (Shuttle),Boston,2.1,112
Snowy,104,Malden Center Station - Airport Station,Boston,2.09,112
Snowy,245,Quincy Center Station - Mattapan Station,Boston,2.09,112
Snowy,30,Mattapan Station - Forest Hills Station via Cummins Highway and Roslindale Square,Boston,2.09,112
Snowy,Mattapan,Mattapan Trolley,Boston,2.09,112
Snowy,Shuttle-AshmontMattapan,Mattapan - Ashmont,Boston,2.09,112
Snowy,90,Davis Station - Assembly Row,Boston,2.08,112
Windy,451,North Beverly Station - Salem Depot,Boston,1.11,83
Windy,Shuttle-BraintreeNorthQuincy,Braintree - North Quincy,Boston,1.11,83
Windy,Shuttle-HaverhillMaldenCenter,Haverhill - Malden Center,Boston,1.11,83
Windy,201,Fields Corner Loop via Neponset Ave,Boston,1.1,83
Windy,245,Quincy Center Station - Mattapan Station,Boston,1.1,83
Windy,30,Mattapan Station - Forest Hills Station via Cummins Highway and Roslindale Square,Boston,1.1,83
Windy,54,Cicero,Chicago,1.1,71
Windy,99,Woodland Road - Wellington Station,Boston,1.1,83
Windy,CR-Kingston,Kingston Line,Boston,1.1,83
Windy,CapeFlyer,CapeFLYER,Boston,1.1,83
Windy,Shuttle-AndersonWoburnLowell,Lowell - Anderson/Woburn,Boston,1.1,83
Windy,Shuttle-BostonCollegeKenmore,Boston College - Kenmore,Boston,1.1,83
Windy,Shuttle-BostonCollegePackardsCorner,Boston College - Packard's Corner,Boston,1.1,83
Windy,Shuttle-BraintreeBroadway,Braintree - Broadway,Boston,1.1,83
Windy,Shuttle-PawtucketProvidence,Providence - Pawtucket/Central Falls,Boston,1.1,83
Windy,1,Broadway - 7 Avenue Local,New York,1.09,67
Windy,121,Wood Island Station - Maverick Station,Boston,1.09,83
Windy,210,Quincy Center Station - Fields Corner Station,Boston,1.09,83
Windy,217,Quincy Center Station - Ashmont Station via Wollaston Station,Boston,1.09,83
Windy,456,"Salem Depot - Central Square, Lynn",Boston,1.09,83
Windy,49B,North Western,Chicago,1.09,71
Windy,56,Milwaukee,Chicago,1.09,71
Windy,68,Northwest Highway,Chicago,1.09,71
Windy,69,Harvard Square - Lechmere Station,Boston,1.09,83
Windy,741,Logan Airport Terminals - South Station,Boston,1.09,83
Windy,85,Central,Chicago,1.09,71
Windy,87,87th,Chicago,1.09,71
Windy,9,City Point - Copley Square,Boston,1.09,83
Windy,Boat-F4,Charlestown Ferry,Boston,1.09,83
Windy,CR-Newburyport,Newburyport/Rockport Line,Boston,1.09,83
Windy,Green-C,Green Line C,Boston,1.09,83
Windy,R,Broadway Local,New York,1.09,67
Windy,Red,Red Line,Boston,1.09,83
Windy,Shuttle-BabcockCopley,Babcock Street - Copley,Boston,1.09,83
Windy,Shuttle-BradfordHaverhill,Haverhill - Bradford,Boston,1.09,83
Windy,Shuttle-BroadwayKendall,Kendall/MIT - Broadway via Downtown Crossing,Boston,1.09,83
Windy,Shuttle-BrooklineHillsNewtonHighlands,Newton Highlands - Brookline Hills,Boston,1.09,83
Windy,Shuttle-BrooklineVillageRiverside,Riverside - Brookline Village,Boston,1.09,83
Windy,Shuttle-EastSomervilleMedford,Medford/Tufts - East Somerville,Boston,1.09,83
Windy,Shuttle-KenmoreWashington,Washington Street - Kenmore,Boston,1.09,83
Windy,Shuttle-ManchesterRockport,Manchester - Rockport,Boston,1.09,83
Windy,Shuttle-NewburyportSalemExpress,Newburyport - Salem (Express),Boston,1.09,83
Windy,Shuttle-RockportWestGloucester,Rockport - West Gloucester,Boston,1.09,83
Windy,104,Malden Center Station - Airport Station,Boston,1.08,83
Windy,109,Linden Square - Harvard Square via Sullivan,Boston,1.08,83
Windy,110,Wonderland Station - Wellington Station,Boston,1.08,83
Windy,148,Clarendon/Michigan Express,Chicago,1.08,71
Windy,15,Fields Corner Station - Ruggles Station,Boston,1.08,83
Windy,15,Jeffery Local,Chicago,1.08,71
Windy,171,Logan Airport Terminals - Nubian Station,Boston,1.08,83
Windy,19,Fields Corner Station - Kenmore or Ruggles Station,Boston,1.08,83
Windy,201,Central/Ridge,Chicago,1.08,71
Windy,215,Quincy Center Station - Ashmont Station via West Quincy,Boston,1.08,83
Windy,216,Houghs Neck - Quincy Center Station via Germantown,Boston,1.08,83
Windy,226,Columbian Square - Braintree Station,Boston,1.08,83
Windy,28,Mattapan Station - Ruggles Station,Boston,1.08,83
Windy,32,Wolcott or Cleary Square - Forest Hills Station,Boston,1.08,83
Windy,34,Dedham Square - Forest Hills Station,Boston,1.08,83
Windy,351,Bedford Woods Drive - Third Avenue,Boston,1.08,83
Windy,39,Forest Hills Station - Back Bay Station,Boston,1.08,83
Windy,442,Marblehead - Wonderland Station via Humphrey Street,Boston,1.08,83
Windy,455,Salem Depot - Wonderland Station,Boston,1.08,83
Windy,61,North Waltham - Waltham Center,Boston,1.08,83
Windy,7,City Point - Otis Street & Summer Street,Boston,1.08,83
Windy,742,Design Center - South Station,Boston,1.08,83
Windy,75,74th/75th,Chicago,1.08,71
Windy,77,Arlington Heights - Harvard Station,Boston,1.08,83
Windy,78,Montrose,Chicago,1.08,71
Windy,85A,North Central,Chicago,1.08,71
Windy,94,California,Chicago,1.08,71
Windy,Blue,Blue Line,Boston,1.08,83
Windy,Boat-EastBoston,East Boston Ferry,Boston,1.08,83
Windy,Boat-F7,Quincy Ferry,Boston,1.08,83
Windy,CR-NewBedford,Fall River/New Bedford Line,Boston,1.08,83
Windy,Org,Orange Line,Chicago,1.08,71
Windy,Shuttle-AlewifeDavis,Alewife - Davis,Boston,1.08,83
Windy,Shuttle-AndoverHaverhill,Haverhill - Andover,Boston,1.08,83
Windy,Shuttle-AshmontBroadway,Ashmont - Broadway,Boston,1.08,83
Windy,Shuttle-AshmontMattapan,Mattapan - Ashmont,Boston,1.08,83
Windy,Shuttle-BallardvaleNorthStation,Ballardvale - North Station,Boston,1.08,83
Windy,Shuttle-BeverlyRockportExpress,Beverly - Rockport (Express),Boston,1.08,83
Windy,Shuttle-BostonUniversityEastPark,Boston University East - Park Street,Boston,1.08,83
Windy,Shuttle-BraintreeJFKUMass,Braintree - JFK/UMass (Shuttle),Boston,1.08,83
Windy,Shuttle-BraintreeQuincyCenter,Braintree - Quincy Center,Boston,1.08,83
Windy,Shuttle-ClevelandCircleStMarys,Cleveland Circle - Saint Mary's Street,Boston,1.08,83
Windy,Shuttle-CopleyJacksonSquare,Jackson Square - Copley,Boston,1.08,83
Windy,Shuttle-ForestHillsNeedhamHeights,Needham Heights - Forest Hills,Boston,1.08,83
Windy,Shuttle-ForgeParkNorwoodCentral,Forge Park/495 - Norwood Central,Boston,1.08,83
